Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
South Sudan,SSD,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",2024-02-14,0
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-07,770847
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-14,774664
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-21,777160
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-28,778811
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,780795
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,795362
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,827726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-11,830161
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-11,661600
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-18,662670
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-25,664422
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-01,665726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,667412
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,5536
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,5620
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-06-30,13024
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-07-31,12148
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-08-31,11350
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,136249
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,137405
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,138225
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-08-31,276
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-06-30,21427
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-07-31,21488
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-08-31,21509
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-06-30,1789228
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-12,1795143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-19,1800353
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-26,1801166
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-26,1079711
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1080284
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1036444
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1666011
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-19,1039099
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-25,1040787
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,1043143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,1029459
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,1033829
Chad,TCD,Various,,Refugees,"UNHCR, Government",2024-06-30,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,11429
Chad,TCD,Various,,Refugees,"UNHCR, Government",2024-07-31,11429
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",2024-08-31,10800
Togo,TGO,Burkina Faso,BFA,Refugees,"Government, UNHCR",2024-05-31,19550
Togo,TGO,Burkina Faso,BFA,Refugees,"Government, UNHCR",2024-07-31,20084
Togo,TGO,Central African Rep.,CAF,Refugees,"Government, UNHCR",2024-05-31,127
Togo,TGO,Central African Rep.,CAF,Refugees,"Government, UNHCR",2024-07-31,128
Togo,TGO,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",2024-05-31,36
Togo,TGO,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",2024-07-31,36
Togo,TGO,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-05-31,65
Togo,TGO,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-07-31,65
Togo,TGO,Ghana,GHA,Refugees,"Government, UNHCR",2024-05-31,8437
Togo,TGO,Ghana,GHA,Refugees,"Government, UNHCR",2024-07-31,8437
Togo,TGO,Mali,MLI,Refugees,"Government, UNHCR",2024-05-31,73
Togo,TGO,Mali,MLI,Refugees,"Government, UNHCR",2024-07-31,73
Togo,TGO,Rwanda,RWA,Refugees,"Government, UNHCR",2024-05-31,98
Togo,TGO,Rwanda,RWA,Refugees,"Government, UNHCR",2024-07-31,98
Togo,TGO,Various,,Refugees,"Government, UNHCR",2024-05-31,19629
Togo,TGO,Various,,Refugees,"Government, UNHCR",2024-07-31,14990
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,108161
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",2024-07-31,105956
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",2024-08-31,104765
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,87415
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,87301
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-08-31,87440
Tanzania (United Republic of),TZA,Kenya,KEN,Refugees,"UNHCR, Government",2019-07-31,0
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",2024-06-30,605
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",2024-07-31,615
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",2024-08-31,628
Tanzania (United Republic of),TZA,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",2019-07-31,0
Tanzania (United Republic of),TZA,Somalia,SOM,Refugees,"UNHCR, Government",2018-04-30,0
Tanzania (United Republic of),TZA,Sudan,SDN,Refugees,"UNHCR, Government",2019-07-31,0
Tanzania (United Republic of),TZA,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2019-07-31,0
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,43533
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,43826
Uganda,UGA,Burundi,BDI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,43826
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,43172
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-06-30,526062
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,526062
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,531340
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,531340
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,538138
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,538138
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-06-30,51882
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,53517
Uganda,UGA,Eritrea,ERI,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,53517
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,55028
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-06-30,13035
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,13035
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,13491
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,13491
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,13933
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,13933
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,1499
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-06-30,1499
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,1518
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,1518
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,1561
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,1561
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,24592
Uganda,UGA,Rwanda,RWA,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-06-30,24592
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,24634
Uganda,UGA,Rwanda,RWA,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,24634
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,24623
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,51350
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,51248
Uganda,UGA,Somalia,SOM,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,51248
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,51230
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-06-30,948191
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-07-31,953536
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-31,953536
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-31,959303
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,959303
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-07,85451
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-12,87378
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-19,89907
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-07-26,90542
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-02,91634
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-02,98768
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-02,136646
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-10,100223
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-16,101225
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",2024-08-16,101225
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-25,102436
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,103611
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-08-31,108687
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",2024-09-08,109499
Zambia,ZMB,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,13057
Zambia,ZMB,Burundi,BDI,Refugees,"UNHCR, Government",2024-07-31,13396
Zambia,ZMB,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,65152
Zambia,ZMB,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,65956
Zambia,ZMB,Others,,Refugees,"UNHCR, Government",2024-06-30,1218
Zambia,ZMB,Others,,Refugees,"UNHCR, Government",2024-07-31,1273
Zambia,ZMB,Rwanda,RWA,Refugees,"UNHCR, Government",2024-06-30,949
Zambia,ZMB,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",2024-07-31,953
Zambia,ZMB,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-06-30,4612
Zambia,ZMB,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-07-31,4729
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-05-31,790
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-06-30,780
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-05-31,8401
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-06-30,8405
Zimbabwe,ZWE,Others,,Refugees,"UNHCR, Government",2024-05-31,12461
Zimbabwe,ZWE,Others,,Refugees,"UNHCR, Government",2024-06-30,12468
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",2024-05-31,662
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",2024-06-30,660
